iso3,year,rule_of_law
SMR,2018,1.536625862121582
SMR,2019,1.5104848146438599
SOM,2015,-2.3155455589294434
SOM,2016,-2.3164615631103516
SOM,2017,-2.263080596923828
SOM,2018,-2.298715591430664
SOM,2019,-2.3808090686798096
STP,2015,-0.7748140096664429
STP,2016,-0.6871021389961243
STP,2017,-0.7269392609596252
STP,2018,-0.713534414768219
STP,2019,-0.6923028230667114
SUR,2015,-0.21646839380264282
SUR,2016,-0.1749202013015747
SUR,2017,-0.17306290566921234
SUR,2018,-0.08803368359804153
SUR,2019,-0.08383098244667053
SVK,2015,0.46643367409706116
SVK,2016,0.5973718166351318
SVK,2017,0.5124149918556213
SVK,2018,0.4726364016532898
SVK,2019,0.4997992515563965
SVN,2015,0.9453205466270447
SVN,2016,1.0507581233978271
SVN,2017,0.991815984249115
SVN,2018,1.0241879224777222
SVN,2019,1.0847235918045044
SWE,2015,1.9902631044387817
SWE,2016,1.9524188041687012
SWE,2017,1.8178969621658325
SWE,2018,1.7839372158050537
SWE,2019,1.7919212579727173
SWZ,2015,-0.3190383017063141
SWZ,2016,-0.3803470730781555
SWZ,2017,-0.276079922914505
SWZ,2018,-0.27678659558296204
SWZ,2019,-0.4798182547092438
SYC,2015,0.3377513587474823
SYC,2016,0.2873134911060333
SYC,2017,0.1694498509168625
SYC,2018,0.2811181843280792
SYC,2019,0.25116729736328125
SYR,2015,-1.4351900815963745
SYR,2016,-1.9924724102020264
SYR,2017,-2.0961201190948486
SYR,2018,-2.0540506839752197
SYR,2019,-2.087435245513916
TCD,2015,-1.2104976177215576
TCD,2016,-1.406829595565796
TCD,2017,-1.3214125633239746
TCD,2018,-1.3312082290649414
TCD,2019,-1.3141589164733887
TGO,2015,-0.8191081285476685
TGO,2016,-0.6527058482170105
TGO,2017,-0.7327622771263123
TGO,2018,-0.619138240814209
TGO,2019,-0.5916854739189148
THA,2015,-0.18814773857593536
THA,2016,-0.028162339702248573
THA,2017,0.013658273965120316
THA,2018,-0.004077560734003782
THA,2019,0.08856641501188278
TJK,2015,-1.074394702911377
TJK,2016,-1.1658029556274414
TJK,2017,-1.376902461051941
TJK,2018,-1.3032104969024658
TJK,2019,-1.2532522678375244
TKM,2015,-1.4190316200256348
TKM,2016,-1.4877053499221802
TKM,2017,-1.4798381328582764
TKM,2018,-1.464165210723877
TKM,2019,-1.409512996673584
TLS,2015,-1.1332372426986694
TLS,2016,-1.1755794286727905
TLS,2017,-1.1762477159500122
TLS,2018,-1.1386377811431885
TLS,2019,-1.1284376382827759
TON,2015,-0.21895548701286316
TON,2016,0.30263563990592957
TON,2017,0.3092867136001587
TON,2018,0.4261622428894043
TON,2019,0.4981706440448761
TTO,2015,-0.15574157238006592
TTO,2016,-0.21017293632030487
TTO,2017,-0.1321915239095688
TTO,2018,-0.16932034492492676
TTO,2019,-0.1701781004667282
TUN,2015,-0.046425268054008484
TUN,2016,0.02186405286192894
TUN,2017,0.09335564076900482
TUN,2018,0.05344707891345024
TUN,2019,0.08675157278776169
TUR,2015,-0.23235514760017395
TUR,2016,-0.34191814064979553
TUR,2017,-0.3183387517929077
TUR,2018,-0.39064502716064453
TUR,2019,-0.3475649058818817
TUV,2015,0.4360435903072357
TUV,2016,0.5586492419242859
TUV,2017,0.6372525095939636
TUV,2018,0.6149501204490662
TUV,2019,0.5616846680641174
TWN,2015,1.1311296224594116
TWN,2016,1.1079554557800293
TWN,2017,1.104358196258545
TWN,2018,1.0763866901397705
TWN,2019,1.10347580909729
TZA,2015,-0.39517977833747864
TZA,2016,-0.3949025273323059
TZA,2017,-0.46908098459243774
TZA,2018,-0.5724512934684753
TZA,2019,-0.5735586881637573
UGA,2015,-0.41467544436454773
UGA,2016,-0.27043357491493225
UGA,2017,-0.31981903314590454
UGA,2018,-0.3214351534843445
UGA,2019,-0.3449456989765167
UKR,2015,-0.8725063800811768
UKR,2016,-0.8159067034721375
UKR,2017,-0.7546589374542236
UKR,2018,-0.7598691582679749
UKR,2019,-0.744596004486084
URY,2015,0.7374177575111389
URY,2016,0.6193991899490356
URY,2017,0.5566875338554382
URY,2018,0.5707942843437195
URY,2019,0.6036625504493713
USA,2015,1.5627731084823608
USA,2016,1.5805121660232544
USA,2017,1.6073849201202393
USA,2018,1.4756866693496704
USA,2019,1.4240354299545288
UZB,2015,-1.1381027698516846
UZB,2016,-1.1276679039001465
UZB,2017,-1.1349133253097534
UZB,2018,-1.0981299877166748
UZB,2019,-1.0813802480697632
VCT,2015,0.6169718503952026
VCT,2016,0.4324983060359955
VCT,2017,0.4253208041191101
VCT,2018,0.44438010454177856
VCT,2019,0.45747506618499756
VEN,2015,-2.052217721939087
VEN,2016,-2.2668583393096924
VEN,2017,-2.258755683898926
VEN,2018,-2.265742063522339
VEN,2019,-2.2597270011901855
VIR,2015,0.8301104307174683
VIR,2016,0.5782076716423035
VIR,2017,0.5742926001548767
VIR,2018,1.0568009614944458
VIR,2019,1.0264344215393066
VNM,2015,-0.35608094930648804
VNM,2016,0.06518510729074478
VNM,2017,0.04049183800816536
VNM,2018,-0.03534475713968277
VNM,2019,-0.050218094140291214
VUT,2015,0.12442170828580856
VUT,2016,0.4026501774787903
VUT,2017,0.5443837642669678
VUT,2018,0.3917205035686493
VUT,2019,0.2101060450077057
WBG,2015,-0.5263413786888123
WBG,2016,-0.361717164516449
WBG,2017,-0.43559205532073975
WBG,2018,-0.5036341547966003
WBG,2019,-0.5049665570259094
JEY,2015,1.6712630987167358
JEY,2016,1.6899545192718506
JEY,2017,1.688615322113037
JEY,2018,1.701723337173462
JEY,2019,1.7105281352996826
YEM,2015,-1.2882819175720215
YEM,2016,-1.6733832359313965
YEM,2017,-1.765303373336792
YEM,2018,-1.8068509101867676
YEM,2019,-1.7906707525253296
SRB,2015,-0.07584653049707413
SRB,2016,-0.12696413695812225
SRB,2017,-0.17985686659812927
SRB,2018,-0.17030446231365204
SRB,2019,-0.14376026391983032
ZAF,2015,0.016313420608639717
ZAF,2016,0.045057836920022964
ZAF,2017,-0.15508238971233368
ZAF,2018,-0.22144828736782074
ZAF,2019,-0.18393121659755707
COD,2015,-1.6000781059265137
COD,2016,-1.6474982500076294
COD,2017,-1.715023159980774
COD,2018,-1.8032103776931763
COD,2019,-1.814208745956421
ZMB,2015,-0.2427522838115692
ZMB,2016,-0.3120884895324707
ZMB,2017,-0.33975932002067566
ZMB,2018,-0.3582004904747009
ZMB,2019,-0.47451484203338623
ZWE,2015,-1.338472843170166
ZWE,2016,-1.3906633853912354
ZWE,2017,-1.396203875541687
ZWE,2018,-1.2924633026123047
ZWE,2019,-1.3035153150558472
